battle_slug,side,casualties_low,casualties_high,confidence,source_slug
battle_of_rivoli_b,Habsburg monarchy,12000,14300,medium,
battle_of_robrunn_b,Royaume de Bavière,192,632,medium,
battle_of_robrunn_b,Royaume de Prusse,101,715,medium,
battle_of_rocheserviere_b,Vendéens,100,500,medium,
battle_of_rodeo_de_chacon_b,Федералисты,120,120,medium,
battle_of_rodeo_del_medio_b,Аргентинская конфедерация,300,400,medium,
battle_of_rolica_b,Empire français,600,700,medium,
battle_of_rolica_b,Royaume-Uni de Grande-Bretagne et d'Irlande,487,487,medium,
battle_of_romania_b,Germany,500000,500000,medium,
battle_of_ronco_b,Kingdom of Naples,1000,1000,medium,
battle_of_rorkes_drift_b,Royaume zoulou,351,1100,medium,
battle_of_rostov_b,Germany,1141,1141,medium,
battle_of_rostov_b,Soviet Union,33000,33000,medium,
battle_of_route_coloniale_4_b,Democratic Republic of Vietnam,9000,9000,medium,
battle_of_route_coloniale_4_b,French Union,4800,4800,medium,
battle_of_rovaniemi_b,Германия,101,164,medium,
battle_of_rovereto_b,Austria,3000,3000,medium,
battle_of_rumani_coast_b,Izrael,183,183,medium,
battle_of_ruona_b,Russian Empire,1000,1000,medium,
battle_of_ruona_b,Sweden,1000,1500,medium,
battle_of_ruschuk_b,Ottoman Empire,3500,3500,medium,
battle_of_rymnik_b,Ottoman Empire,20000,20000,medium,
battle_of_rymnik_b,Russia,1000,1000,medium,
battle_of_saalfeld_b,Prussia,1800,1800,medium,
battle_of_sabana_larga_b,Haiti,1000,1000,medium,
battle_of_sabugal_b,French Empire,1500,1500,medium,
battle_of_sacile_b,Austrian Empire,3846,4100,medium,
battle_of_sacile_b,First French Empire,2500,2500,medium,
battle_of_saguntum_b,French Empire,1000,1000,medium,
battle_of_saguntum_b,Kingdom of Spain,5700,6000,medium,
battle_of_sahagun_b,Empire français,209,320,medium,
battle_of_sailors_creek_b,Confederate States (Confederacy),7700,7700,medium,
battle_of_sailors_creek_b,United States,1148,1148,medium,
battle_of_saint_cyr_en_talmondais_b,Vendéens,140,300,medium,
battle_of_saint_dizier_b,Russia,1500,2500,medium,
battle_of_saint_fulgent_b,Republican France,3000,3000,medium,
battle_of_saint_julien_b,France,1300,1300,medium,
battle_of_saint_raphael_b,Royaume d'Espagne,200,200,medium,
battle_of_sakarya_b,Ankara Government,3700,3700,medium,
battle_of_sakarya_b,Greece,4000,4000,medium,
battle_of_salamanca_b,French Empire,6000,10000,medium,
battle_of_salamanca_b,United Kingdom,3129,3129,medium,
battle_of_salla_b,Soviet Union,4000,4000,medium,
battle_of_salta_b,Viceroyalty of Peru,2776,2776,medium,
battle_of_saltanovka_b,French Empire,1200,1200,medium,
battle_of_saltanovka_b,Russian Empire,2548,2548,medium,
battle_of_samarra_b,Иракские повстанцы,127,128,medium,
battle_of_samos_b,Ottoman Empire,1000,1000,medium,
battle_of_san_cala_b,Confederación Argentina,100,600,medium,
battle_of_san_domingo_b,France,1510,1510,medium,
battle_of_san_fermo_b,Empire d'Autriche,264,264,medium,
battle_of_san_francisco_b,Peru,1500,1500,medium,
battle_of_san_germano_b,Kingdom of Naples,3500,3500,medium,
battle_of_san_ignacio_de_piaxtla_b,Mexique,500,500,medium,
battle_of_san_jacinto_b,République mexicaine,208,630,medium,
battle_of_san_juan_and_chorrillos_b,Chile,3107,3319,medium,
battle_of_san_juan_and_chorrillos_b,Peru,4000,7500,medium,
battle_of_san_lorenzo_de_la_muga_b,Spain,1400,1400,medium,
battle_of_san_marcial_b,France,4000,4000,medium,
battle_of_san_marcial_b,Spain,2500,2500,medium,
battle_of_san_martino_b,Empire d'Autriche,2615,2615,medium,
battle_of_san_martino_b,Royaume de Sardaigne,691,3572,medium,
battle_of_san_millan_osma_b,Empire français,120,400,medium,
battle_of_san_millan_osma_b,Royaume-Uni de Grande-Bretagne et d'Irlande,100,100,medium,
battle_of_san_pedro_abanto_b,Испанская республика,2000,2200,medium,
battle_of_san_pedro_de_las_colonias_b,"Северная дивизия (конституционалисты, вильисты) Федеральная армия (уэртисты)",650,3500,medium,
battle_of_sandepu_b,Empire of Japan,9511,9511,medium,
battle_of_sandepu_b,Russian Empire,13963,13963,medium,
battle_of_sandostrom_b,Empire russe,350,350,medium,
battle_of_sandostrom_b,Royaume de Suède,393,393,medium,
battle_of_sanhe_b,Qing dynasty,6000,6000,medium,
battle_of_sankelmark_b,Австрийская империя,157,553,medium,
battle_of_sankt_michael_b,Austrian Empire,6573,6573,medium,
battle_of_sannas_post_b,Empire britannique,134,426,medium,
battle_of_sans_culottes_camp_b,République française,235,235,medium,
battle_of_sans_culottes_camp_b,Royaume d'Espagne,335,335,medium,
battle_of_santa_cruz_de_tenerife_b,Royaume de Grande-Bretagne,123,300,medium,
battle_of_santa_lucia_b,Empire d'Autriche,190,190,medium,
battle_of_santa_lucia_b,Royaume de Sardaigne,110,776,medium,
battle_of_santander_b,Nationalists,30000,30000,medium,
battle_of_santander_b,Republicans,60000,60000,medium,
battle_of_santiago_1844_b,Haïti,600,600,medium,
battle_of_sarandi_b,Empire du Brésil,158,575,medium,
battle_of_sarantaporo_b,Greece,1000,1000,medium,
battle_of_sarantaporo_b,Ottoman Empire,1000,1000,medium,
battle_of_sardarabad_b,Ottoman Empire,5500,5500,medium,
battle_of_sarikamish_1914_b,Ottoman Empire,30000,30000,medium,
battle_of_sarikamish_1914_b,Russian Empire,20000,22000,medium,
battle_of_sarkoy_b,Ottoman Empire,1842,1842,medium,
battle_of_sassello_b,Austria,1000,1000,medium,
battle_of_sassello_b,France,1000,1000,medium,
battle_of_sauce_b,Liga de los Pueblos Libres,150,150,medium,
battle_of_saumur_b,French Republic,1500,1500,medium,
battle_of_savenay_b,Vendéens,4000,6000,medium,
battle_of_savitaipal_b,Королевство Швеция,132,800,medium,
battle_of_savo_island_b,United States,1077,1077,medium,
battle_of_schleiz_b,Royaume de Prusse,566,566,medium,
battle_of_schliengen_b,France,1200,1200,medium,
battle_of_schongrabern_b,France,1200,2000,medium,
battle_of_schongrabern_b,Russia,2648,3000,medium,
battle_of_schwechat_b,Австрийская империя,500,500,medium,
battle_of_schweinschadel_b,Austrian Empire,1450,1450,medium,
battle_of_sedan_1940_b,France,5000,5000,medium,
battle_of_sedan_1940_b,Germany,5067,5067,medium,
battle_of_sedan_b,France,3220,3220,medium,
battle_of_sedan_b,North German Confederation,1310,1310,medium,
battle_of_segesvar_b,Hungarian Revolutionary Army,1200,1200,medium,
battle_of_sehested_b,Russia,1100,1100,medium,
battle_of_seival_b,Powstańcy Farrapos,180293,180293,medium,
battle_of_semarang_b,Indonesia,2000,2000,medium,
battle_of_senafe_b,Ethiopia,2000,2000,medium,
battle_of_seonghwan_b,Empire de Chine,500,500,medium,
battle_of_seven_pines_b,Confederate States,6134,6134,medium,
battle_of_seven_pines_b,United States,5431,5431,medium,
battle_of_shaho_b,Japan,21125,21125,medium,
battle_of_shaho_b,Russia,41351,41351,medium,
battle_of_shamkir_b,Российская империя,2000,2000,medium,
battle_of_shanggao_b,Empire of Japan,5500,5500,medium,
battle_of_shanggao_b,Republic of China,17719,17719,medium,
battle_of_shanghai_1861_b,Цинская империя,10000,25000,medium,
battle_of_shanghai_b,China,1937,1937,medium,
battle_of_shanghai_b,Japan,47000,47000,medium,
battle_of_shepherdstown_b,États confédérés,267,267,medium,
battle_of_shepherdstown_b,États-Unis,132,163,medium,
battle_of_shire_b,Ethiopia,4000,4000,medium,
battle_of_shire_b,Italy,1000,1000,medium,
battle_of_shusha_2020_b,Artsakh,1500,1500,medium,
battle_of_shusha_b,Azerbaïdjan,150,300,medium,
battle_of_sidi_bou_othman_b,Hibists,2000,2000,medium,
battle_of_sierra_bullones_b,Morocco,1500,1500,medium,
battle_of_sievierodonetsk_b,Russia,10000,11000,medium,
battle_of_sievierodonetsk_b,Ukraine,1220,1220,medium,
battle_of_singapore_b,British Empire,5000,5000,medium,
battle_of_singapore_b,Empire of Japan,1713,1714,medium,
battle_of_sinop_b,Ottoman Empire,3000,5000,medium,
battle_of_sipe_sipe_b,United Provinces,2000,2000,medium,
battle_of_siping_b,China,3000,3000,medium,
battle_of_sirte_b,Libya,2030,2030,medium,
battle_of_siversk_b,Russia,5154,5154,medium,
battle_of_skalitz_b,Austria,5577,5577,medium,
battle_of_skalitz_b,Prussia,1367,1367,medium,
battle_of_skra_di_legen_b,Allied Powers,2227,2227,medium,
battle_of_skra_di_legen_b,Bulgaria,2313,2313,medium,
battle_of_skuleni_b,Османская империя,375,375,medium,
battle_of_slivice_b,Reich allemand,1000,6000,medium,
battle_of_smolensk_1943_b,Germany,70593,70593,medium,
battle_of_smolensk_1943_b,Soviet Union,451466,451466,medium,
battle_of_smolensk_b,French Empire,9000,10000,medium,
battle_of_smolensk_b,Russian Empire,6000,14000,medium,
battle_of_smoliani_b,French Empire,3000,3000,medium,
battle_of_smoliani_b,Russian Empire,3000,3000,medium,
battle_of_sobral_b,Французская империя,120,157,medium,
battle_of_sobraon_b,British Empire,2383,2383,medium,
battle_of_sobraon_b,Sikh Empire,5000,8000,medium,
battle_of_sokolovo_b,Чехословакия,114,400,medium,
battle_of_solferino_b,Austria,2386,2386,medium,
battle_of_solferino_b,France,1622,1622,medium,
battle_of_someri_b,Union soviétique,128,200,medium,
battle_of_somosierra_b,Spain,2200,2200,medium,
battle_of_sorovich_b,Греция,168,196,medium,
battle_of_south_guangxi_b,China,1939,1939,medium,
battle_of_south_guangxi_b,Japan,23349,23349,medium,
battle_of_south_henan_b,Empire of Japan,9000,9000,medium,
battle_of_south_henan_b,Republic of China,7085,7085,medium,
battle_of_south_mountain_b,Confederate States,2685,2685,medium,
battle_of_south_mountain_b,United States,2325,2325,medium,
battle_of_spicheren_b,France,1982,1982,medium,
battle_of_spicheren_b,North German Confederation,3656,3656,medium,
battle_of_spion_kop_b,United Kingdom,1250,1250,medium,
battle_of_spotsylvania_court_house_b,Confederate States,12687,12687,medium,
battle_of_spotsylvania_court_house_b,United States,18399,18399,medium,
battle_of_st_quentin_b,France,3500,3500,medium,
battle_of_st_quentin_b,German Empire,2500,2500,medium,
battle_of_st_quentin_canal_b,British Empire,8802,8802,medium,
battle_of_st_quentin_canal_b,Germany,36000,36000,medium,
battle_of_stalingrad_b,Germany,800000,1500000,medium,
battle_of_stalingrad_b,Soviet Union,1129619,1129619,medium,
battle_of_steyr_b,Habsburg Empire,2000,2000,medium,
battle_of_stockach_1800_b,Austria,1147,1147,medium,
battle_of_stockach_1800_b,France,3000,3000,medium,
battle_of_stockach_b,French Directory,4000,4000,medium,
battle_of_stockach_b,Habsburg monarchy,5800,5800,medium,
battle_of_stoczek_b,Empire russe,230,400,medium,
battle_of_stones_river_b,Confederate States,11739,11739,medium,
battle_of_stones_river_b,United States,13906,13906,medium,
battle_of_stonne_b,France,1000,3000,medium,
battle_of_stonne_b,Reich allemand,2500,6000,medium,
battle_of_stormberg_b,Empire britannique,696,696,medium,
battle_of_studzianki_b,Germany,1000,1000,medium,
battle_of_studzianki_b,Soviet Union,1000,1000,medium,
battle_of_suakin_b,Mahdist State,1000,1000,medium,
battle_of_sukhumi_b,Georgia,2000,2000,medium,
battle_of_sultanabad_b,Российская империя,300,343,medium,
battle_of_sumatovac_b,Ottoman Empire,1000,1000,medium,
battle_of_sumy_b,Russie,200,200,medium,
battle_of_sunda_strait_b,United States,1071,1071,medium,
battle_of_suomussalmi_b,Finland,2700,2700,medium,
battle_of_suomussalmi_b,Soviet Union,12972,12972,medium,
battle_of_surabaya_b,Indonesia,6300,16000,medium,
battle_of_surabaya_b,United Kingdom,2000,2000,medium,
battle_of_suursaari_b,Finlande,109,109,medium,
battle_of_suursaari_b,Union soviétique,300,300,medium,
battle_of_svensksund_b,Russia,10000,10000,medium,
battle_of_szolnok_b,Hongrie,300,300,medium,
battle_of_szolnok_b,Monarchie de Habsbourg,330,900,medium,
battle_of_szoreg_b,Royaume de Hongrie,400,500,medium,
battle_of_tacna_b,Chile,2200,2200,medium,
battle_of_tacna_b,Peru,3500,5000,medium,
battle_of_tacuarembo_b,Federal League,1005,1005,medium,
battle_of_taejon_b,Corée du Nord,1250,3300,medium,
battle_of_taejon_b,États-Unis,228,922,medium,
battle_of_taierzhuang_b,China,20000,30000,medium,
battle_of_taierzhuang_b,Japan,8000,8000,medium,
battle_of_taipale_b,Finland,2250,2250,medium,
battle_of_taipale_b,Soviet Union,10000,10000,medium,
battle_of_taiyuan_b,China,50000,50000,medium,
battle_of_taiyuan_b,Japan,27472,27472,medium,
battle_of_taku_forts_1860_b,Qing China,2100,2100,medium,
battle_of_taku_forts_b,Royaume-Uni,345,345,medium,
battle_of_talana_hill_b,Empire britannique,185,220,medium,
battle_of_talavera_b,France,7268,7389,medium,
battle_of_talavera_b,United Kingdom,5363,6268,medium,
battle_of_talavera_de_la_reina_b,Nationalists,1000,1000,medium,
battle_of_talavera_de_la_reina_b,Second Spanish Republic,1000,1000,medium,
battle_of_tali_ihantala_b,Finland,8750,8750,medium,
battle_of_tali_ihantala_b,Soviet Union,4500,5500,medium,
battle_of_tallushatchee_b,Red Sticks,186,186,medium,
battle_of_tamai_b,Mahdist Sudan,2000,2000,medium,
battle_of_tamames_b,French Empire,1300,1400,medium,
battle_of_tamassi_b,Tchad,149,149,medium,
battle_of_tamassi_b,UFR,103,103,medium,
battle_of_tampere_b,Finnish Reds,2000,2000,medium,
battle_of_tamsui_b,Empire de Chine,200,200,medium,
battle_of_tanga_b,Royaume-Uni de Grande-Bretagne et d'Irlande,360,487,medium,
battle_of_tannenberg_b,German Empire,13873,13873,medium,
battle_of_tannenberg_b,Russian Empire,70000,120219,medium,
battle_of_tarakan_b,Japon,255,255,medium,
battle_of_tarakan_b,Pays-Bas,219,871,medium,
battle_of_tarawa_b,Japan,4690,4690,medium,
battle_of_tarawa_b,United States,1009,1009,medium,
battle_of_tarqui_b,Gran Colombia,2000,2000,medium,
battle_of_tarqui_b,Peru,1000,1000,medium,
battle_of_tarutino_b,French Empire,2000,4500,medium,
battle_of_tarutino_b,Russian Empire,1500,1500,medium,
battle_of_tarvis_1809_b,Austrian Empire,1789,1789,medium,
battle_of_tarvis_1809_b,First French Empire,1010,1010,medium,
battle_of_tarvis_b,France,1200,1200,medium,
battle_of_tarvis_b,Habsburg Austria,4500,4500,medium,
battle_of_tashan_b,National Revolutionary Army,9549,9549,medium,
battle_of_tashan_b,People's Liberation Army,23774,23774,medium,
battle_of_tashihchiao_b,Empire of Japan,1000,1000,medium,
battle_of_tashihchiao_b,Russian Empire,1000,1000,medium,
battle_of_tatayiba_b,Бразильская империя,113,583,medium,
battle_of_tauberbischofsheim_b,Royaume de Prusse,126,126,medium,
battle_of_tauberbischofsheim_b,Royaume de Wurtemberg,760,760,medium,
battle_of_te_li_ssu_b,Russia,2000,5000,medium,
battle_of_temesvar_b,Hungarian Revolutionary Army,6300,15500,medium,
battle_of_teruel_b,Nationalist Spain,57000,57000,medium,
battle_of_teruel_b,Spanish Republic,60000,60000,medium,
battle_of_teugen_hausen_b,Austrian Empire,3862,3862,medium,
battle_of_teugen_hausen_b,French Empire,4000,4000,medium,
battle_of_the_alamo_b,République du Texas,180,180,medium,
battle_of_the_alamo_b,République mexicaine,600,600,medium,
battle_of_the_assunpink_creek_b,Royaume de Grande-Bretagne,365,365,medium,
battle_of_the_assunpink_creek_b,Treize colonies,100,100,medium,
battle_of_the_atlantic_b,Germany,30000,30000,medium,
battle_of_the_atlantic_b,United Kingdom,36200,36200,medium,
battle_of_the_aubiers_b,Vendéens,500,1500,medium,
battle_of_the_barents_sea_b,Reich allemand,330,330,medium,
battle_of_the_barents_sea_b,Royaume-Uni,250,250,medium,
battle_of_the_barracks_b,Yugoslavia,180000,180000,medium,
battle_of_the_barrier_b,Dynastie Qing,100,120,medium,
battle_of_the_basque_roads_b,Empire français,150,200,medium,
battle_of_the_black_mountain_b,France,3000,3000,medium,
battle_of_the_black_mountain_b,Spain,10000,10000,medium,
battle_of_the_black_river_b,Британская Империя,100,750,medium,
battle_of_the_bogue_b,Dynastie Qing,500,506,medium,
battle_of_the_borders_algerian_war_b,FLN,2400,2400,medium,
battle_of_the_bridge_of_amarante_b,Royaume de Portugal,114,211,medium,
battle_of_the_bridge_of_arcole_b,French Republic,3500,3500,medium,
battle_of_the_bridge_of_arcole_b,Habsburg monarchy,2200,2200,medium,
battle_of_the_caucasus_b,Germany,281000,281000,medium,
battle_of_the_caucasus_b,Soviet Union,344000,344000,medium,
battle_of_the_chateauguay_b,États-Unis,100,100,medium,
battle_of_the_chernaya_b,French Empire,1800,1900,medium,
battle_of_the_chernaya_b,Russian Empire,8800,8800,medium,
battle_of_the_chesapeake_b,Royaume de France,230,230,medium,
battle_of_the_chesapeake_b,Royaume de Grande-Bretagne,246,246,medium,
battle_of_the_chongchon_river_b,China,45000,45000,medium,
battle_of_the_chongchon_river_b,United Nations,11000,11000,medium,
battle_of_the_coa_b,France,1000,1000,medium,
battle_of_the_crater_b,Confederate States (Confederacy),1491,1491,medium,
battle_of_the_crater_b,United States,3798,3798,medium,
battle_of_the_danube_b,Ottoman Empire,22000,24000,medium,
battle_of_the_dardanelles_b,Ottoman Empire,2000,2000,medium,
battle_of_the_day_river_b,Democratic Republic of Vietnam,9000,9000,medium,
battle_of_the_dnieper_b,Germany,102000,102000,medium,
battle_of_the_dnieper_b,Soviet Union,1285977,1285977,medium,
battle_of_the_dukla_pass_b,Germany,61000,61000,medium,
battle_of_the_dukla_pass_b,Soviet Union,10060,10060,medium,
battle_of_the_eastern_solomons_b,Empire du Japon,290,290,medium,
battle_of_the_ebro_b,Nationalist Spain,6500,6500,medium,
battle_of_the_ebro_b,Spanish Republic,10000,15000,medium,
battle_of_the_falkland_islands_b,Germany,1871,1871,medium,
battle_of_the_gebora_b,Spain,1000,1000,medium,
battle_of_the_gediz_b,Великое национальное собрание Турции,123,181,medium,
battle_of_the_gulf_of_roses_b,Première République,280,280,medium,
battle_of_the_jabara_valley_b,Saudi Arabia,1000,1900,medium,
battle_of_the_kerch_peninsula_b,Germany,38362,38362,medium,
battle_of_the_kerch_peninsula_b,Soviet Union,570601,570601,medium,
battle_of_the_lisaine_b,French Republic,4000,4000,medium,
battle_of_the_lisaine_b,North German Confederation,1800,1800,medium,
battle_of_the_little_bighorn_b,États-Unis,268,268,medium,
battle_of_the_little_bighorn_b,Sioux,100,168,medium,
battle_of_the_mincio_river_b,Austrian Empire,4000,4000,medium,
battle_of_the_mincio_river_b,First French Empire,3500,3500,medium,
battle_of_the_niemen_river_b,Poland,7000,7000,medium,
battle_of_the_niemen_river_b,Russian SFSR,40000,40000,medium,
battle_of_the_north_cape_b,Germany,1932,1932,medium,
battle_of_the_oder_neisse_b,Soviet Union,80000,100000,medium,
battle_of_the_ogaden_b,Ethiopia,5000,5000,medium,
battle_of_the_ogaden_b,Italy,2000,2000,medium,
battle_of_the_panaro_b,Empire d'Autriche,461,461,medium,
battle_of_the_panaro_b,Royaume de Naples,409,409,medium,
battle_of_the_pearl_river_forts_b,Empire de Chine,176,500,medium,
battle_of_the_piave_river_b,Austria-Hungary,118042,118042,medium,
battle_of_the_piave_river_b,Italy,87181,87181,medium,
battle_of_the_pyramids_b,Ottoman Empire,10000,10000,medium,
battle_of_the_raz_de_sein_b,Frankreich,290,290,medium,
battle_of_the_saintes_b,France,3000,9000,medium,
battle_of_the_scheldt_b,Canada,6367,6367,medium,
battle_of_the_scheldt_b,Germany,13000,13000,medium,
battle_of_the_sea_of_azov_b,Germany,2456,2456,medium,
battle_of_the_sea_of_azov_b,Soviet Union,106332,106332,medium,
battle_of_the_seelow_heights_b,Germany,47000,47000,medium,
battle_of_the_seelow_heights_b,Soviet Union,5000,6000,medium,
battle_of_the_shangani_b,Mthwakazi,1500,1500,medium,
battle_of_the_sutjeska_b,Axis,1760,1760,medium,
battle_of_the_sutjeska_b,Yugoslav Partisans,6391,7543,medium,
battle_of_the_thames_b,Royaume-Uni de Grande-Bretagne et d'Irlande,442,442,medium,
battle_of_the_tokhtamysh_river_b,Ottoman Empire,1000,1000,medium,
battle_of_the_tugela_heights_b,United Kingdom,2300,2300,medium,
battle_of_the_valerik_river_b,Russian Empire,1400,1400,medium,
battle_of_the_vistula_river_b,German Empire,78077,78077,medium,
battle_of_the_vistula_river_b,Russian Empire,65000,65000,medium,
battle_of_the_wilderness_b,Confederate States,11033,11033,medium,
battle_of_the_wilderness_b,United States,17666,17666,medium,
battle_of_the_yalu_river_b,China,1350,1350,medium,
battle_of_the_yellow_sea_b,Empire du Japon,226,226,medium,
battle_of_the_yellow_sea_b,Empire russe,343,343,medium,
battle_of_thouars_b,French Republic,3000,3000,medium,
battle_of_tichla_b,Mauritanie,150,150,medium,
battle_of_tiffauges_b,Républicains,200,200,medium,
battle_of_tiffauges_b,Vendéens,200,400,medium,
battle_of_timor_b,Japan,4000,4000,medium,
battle_of_tippecanoe_b,États-Unis,120,120,medium,
battle_of_toba_fushimi_b,Domaine de Satsuma,106,124,medium,
battle_of_toba_fushimi_b,Shogunat Tokugawa,100,400,medium,
battle_of_tobruk_b,Royaume d'Italie,200,200,medium,
battle_of_tofrek_b,Mahdist State,1000,1000,medium,
battle_of_toix_b,Carlistas,200,200,medium,
battle_of_tolentino_b,Kingdom of Naples,4120,4120,medium,
battle_of_tolosa_b,Empire français,300,600,medium,
battle_of_tolosa_b,Royaume-Uni de Grande-Bretagne et d'Irlande,193,619,medium,
battle_of_tolvajarvi_b,Finland,1320,1320,medium,
battle_of_tolvajarvi_b,Soviet Union,4000,5000,medium,
battle_of_torata_b,Expedición Libertadora del Perú,250,1000,medium,
battle_of_tornio_1944_b,Finland,1400,1400,medium,
battle_of_tornio_1944_b,Germany,1600,1600,medium,
battle_of_tory_island_b,République française,700,2400,medium,
battle_of_toski_b,Mahdist State,1200,1200,medium,
battle_of_tourcoing_b,Habsburg monarchy,4000,4000,medium,
battle_of_tourcoing_b,Republican France,3000,3000,medium,
battle_of_tournay_b,French Republic,6000,6000,medium,
battle_of_tournay_b,Habsburg Austria,3000,4000,medium,
battle_of_toverud_b,Швеция,101,121,medium,
battle_of_trautenau_b,Austrian Empire,5000,5000,medium,
battle_of_trautenau_b,Prussia,1400,1400,medium,
battle_of_trebbia_b,France,16000,18000,medium,
battle_of_trebbia_b,Russia,5500,6000,medium,
battle_of_treize_septiers_b,Républicains,200,200,medium,
battle_of_treize_septiers_b,Vendéens,200,900,medium,
battle_of_treponti_b,Royaume de Sardaigne,117,117,medium,
battle_of_trevilian_station_b,United States,1512,1512,medium,
battle_of_trincomalee_b,Royaume de France,255,255,medium,
battle_of_trincomalee_b,Royaume de Grande-Bretagne,283,283,medium,
battle_of_tripoli_1983_b,Palestine Liberation Organization,2000,2000,medium,
battle_of_tripoli_b,National Transitional Council,2400,2400,medium,
battle_of_trois_rivieres_b,Treize colonies,200,200,medium,
battle_of_truillas_b,France,4500,4500,medium,
battle_of_truillas_b,Spain,2000,2000,medium,
battle_of_tsekee_b,Qing China,1000,1000,medium,
battle_of_tskhinvali_b,Georgie,161,161,medium,
battle_of_tskhinvali_b,Ossétie du Sud,150,283,medium,
battle_of_tucuman_b,Espagne,450,690,medium,
battle_of_tucuman_b,Provinces-Unies du Río de la Plata,200,200,medium,
battle_of_tudela_b,Spain,6000,6000,medium,
battle_of_tulagi_and_gavutu_tanambogo_b,Japan,1500,1500,medium,
battle_of_tuyuti_b,Empire of Brazil,4248,4248,medium,
battle_of_tuyuti_b,Paraguay,13000,13000,medium,
battle_of_tweebosch_b,Empire britannique,121,800,medium,
battle_of_ucles_b,Spain,7000,7000,medium,
battle_of_ueno_b,Bakufu,300,300,medium,
battle_of_ulm_b,Austria,4000,4000,medium,
battle_of_ulm_b,France,1500,1500,medium,
battle_of_ulundi_b,Zulu Kingdom,1000,1000,medium,
battle_of_uman_b,Germany,20853,20853,medium,
battle_of_uman_b,Soviet Union,203000,203000,medium,
battle_of_umbu_b,Provincias Unidas del Río de la Plata,173,173,medium,
battle_of_umm_diwaykarat_b,Mahdist State,1000,1000,medium,
battle_of_unis_b,Сербское княжество,3000,6000,medium,
battle_of_usagre_b,Empire français,170,250,medium,
battle_of_ushant_b,Royaume de France,126,413,medium,
battle_of_ushant_b,Royaume de Grande-Bretagne,407,789,medium,
battle_of_utria_b,Estonia,300,300,medium,
battle_of_vaal_krantz_b,Empire britannique,350,350,medium,
battle_of_vaasa_b,Российская империя,113,567,medium,
battle_of_valencia_b,France,1100,1200,medium,
battle_of_valkeala_b,Королевство Швеция,137,137,medium,
battle_of_valls_b,French Empire,1000,1000,medium,
battle_of_valls_b,Spain,1500,1500,medium,
battle_of_valmy_b,Royaume de France,300,300,medium,
battle_of_valmy_b,Royaume de Prusse,184,184,medium,
battle_of_valtetsi_b,Ottoman Empire,1149,1149,medium,
battle_of_valutino_b,French Empire,7000,9000,medium,
battle_of_valutino_b,Russian Empire,6000,6000,medium,
battle_of_valvasone_b,Habsburg Austria,2500,2500,medium,
battle_of_valverde_b,États confédérés,160,160,medium,
battle_of_valverde_b,États-Unis,187,187,medium,
battle_of_vargas_b,Carlistas,112,112,medium,
battle_of_vargas_swamp_b,Empire espagnol,140,500,medium,
battle_of_vargas_swamp_b,Nouvelle-Grenade,183,300,medium,
battle_of_vasylkiv_b,Ukraine,200,200,medium,
battle_of_vejle_b,side 0,150,167,medium,
battle_of_velestino_b,Османская империя,101,615,medium,
battle_of_vella_gulf_b,Japan,1210,1210,medium,
battle_of_venta_del_pozo_b,Empire français,134,134,medium,
battle_of_venta_del_pozo_b,Royaume-Uni de Grande-Bretagne et d'Irlande,250,250,medium,
battle_of_veracruz_1914_b,Mexique,150,572,medium,
battle_of_veracruz_b,République mexicaine,220,251,medium,
battle_of_verdun_1916_b,France,379000,400000,medium,
battle_of_verdun_1916_b,German Empire,336000,355000,medium,
battle_of_verona_1805_b,Austrian Empire,1152,1622,medium,
battle_of_verona_b,Austria,7000,8000,medium,
battle_of_verona_b,France,5228,5228,medium,
battle_of_verrieres_ridge_b,Canada,2000,2000,medium,
battle_of_verrieres_ridge_b,Germany,1226,1226,medium,
battle_of_vezins_b,République française,147,147,medium,
battle_of_vic_b,Kingdom of Spain,3000,3000,medium,
battle_of_vihiers_b,French Royalists,1000,1000,medium,
battle_of_vihiers_b,Republican France,5000,5000,medium,
battle_of_viipuri_b,Finnish Reds,11350,11350,medium,
battle_of_vilcapugiou_b,Соединенные провинции,101,838,medium,
battle_of_villafranca_b,Empire français,1274,1274,medium,
battle_of_villagarcia_b,Empire français,136,136,medium,
battle_of_villagodio_b,Royaume d'Espagne,130,130,medium,
battle_of_villarrobledo_b,España carlista,200,500,medium,
battle_of_villersexel_b,French Republic,1354,1354,medium,
battle_of_vimeiro_b,French Empire,1630,1710,medium,
battle_of_vimy_ridge_b,Canada,3598,3598,medium,
battle_of_vimy_ridge_b,German Empire,4000,4000,medium,
battle_of_vinh_yen_b,Democratic Republic of Vietnam,6000,9000,medium,
battle_of_vitebsk_b,French Empire,3400,3400,medium,
battle_of_vitebsk_b,Russian Empire,2700,2700,medium,
battle_of_vitoria_b,France,4414,4414,medium,
battle_of_vitoria_b,United Kingdom,3675,3675,medium,
battle_of_vittorio_veneto_b,Austria-Hungary,528000,528000,medium,
battle_of_vittorio_veneto_b,Italy,40917,40917,medium,
battle_of_vlakfontein_b,Empire britannique,129,129,medium,
battle_of_voronezh_b,Germany,94500,94500,medium,
battle_of_voronezh_b,Soviet Union,568347,568347,medium,
battle_of_vukovar_b,Yugoslavia,1103,1103,medium,
battle_of_vyazma_b,French Empire,4000,4000,medium,
battle_of_vyazma_b,Russian Empire,1800,2500,medium,
battle_of_vyborg_bay_b,Russia,1000,1000,medium,
