battle_slug,side,casualties_low,casualties_high,confidence,source_slug
battle_of_chinhat_b,Британская Ост-Индская компания,589,589,medium,
battle_of_chinkiang_b,Qing China,1000,1000,medium,
battle_of_chios_b,Ottoman Empire,1800,1800,medium,
battle_of_cholet_b,French Republic,4000,4000,medium,
battle_of_cholet_b,French Royalists,8000,8000,medium,
battle_of_churubusco_b,Mexico,1261,1261,medium,
battle_of_ciudad_juarez_b,мадеристы,593,2000,medium,
battle_of_ciudad_real_b,Kingdom of Spain,3000,3000,medium,
battle_of_claye_b,Empire français,150,200,medium,
battle_of_claye_b,Royaume de Prusse,145,600,medium,
battle_of_clouzeaux_b,République française,106,106,medium,
battle_of_coatit_b,Ethiopia,1500,1500,medium,
battle_of_cocos_b,Empire allemand,134,134,medium,
battle_of_cogorderos_b,Empire français,500,500,medium,
battle_of_cold_harbor_b,Confederate States,5287,5287,medium,
battle_of_cold_harbor_b,United States,12738,12738,medium,
battle_of_colenso_b,Empire britannique,143,755,medium,
battle_of_coleto_b,Rebelles texans,425,550,medium,
battle_of_concon_b,Balmaceda Government,2200,2200,medium,
battle_of_contreras_b,Mexico,1225,1225,medium,
battle_of_copenhagen_1801_b,Denmark–Norway,1600,6000,medium,
battle_of_coronel_b,United Kingdom,1660,1660,medium,
battle_of_corpahuaico_b,Perú,200,700,medium,
battle_of_corregidor_b,Japan,6600,6600,medium,
battle_of_corunna_b,Empire français,200,600,medium,
battle_of_corunna_b,Royaume-Uni de Grande-Bretagne et d'Irlande,300,900,medium,
battle_of_coulmiers_b,Bavaria,1112,1112,medium,
battle_of_coulmiers_b,French Republic,1500,1500,medium,
battle_of_courtrai_b,Saxony,1908,1908,medium,
battle_of_cowpens_b,États-Unis,124,124,medium,
battle_of_cowpens_b,Royaume de Grande-Bretagne,110,900,medium,
battle_of_croix_bataille_b,Républicains,600,1600,medium,
battle_of_cuautla_b,Maderistas,1000,1000,medium,
battle_of_cuddalore_b,Royaume de France,102,386,medium,
battle_of_cuddalore_b,Royaume de Grande-Bretagne,434,434,medium,
battle_of_curtatone_and_montanara_b,Великое герцогство Тосканское,166,1178,medium,
battle_of_curupaity_b,Empire of Brazil,4227,4227,medium,
battle_of_curuzu_b,Paraguay,2532,2532,medium,
battle_of_custoza_1866_b,Austrian Empire,3690,3690,medium,
battle_of_custoza_1866_b,Kingdom of Italy,3112,3112,medium,
battle_of_custoza_b,Austria,1282,1282,medium,
battle_of_czarnowo_b,French Empire,1400,1400,medium,
battle_of_czarnowo_b,Russian Empire,1401,1401,medium,
battle_of_czasniki_b,French Empire,1200,1200,medium,
battle_of_dakar_b,État français,203,393,medium,
battle_of_dargo_b,Russian Empire,4000,4000,medium,
battle_of_dashav_b,Российская империя,1600,1600,medium,
battle_of_debe_wielkie_b,Imperial Russia,2500,2500,medium,
battle_of_deblin_and_minsk_mazowiecki_b,Russian SFSR,1400,1400,medium,
battle_of_debrecen_b,Germany,15000,15000,medium,
battle_of_debrecen_b,Soviet Union,19713,19713,medium,
battle_of_deeg_b,Maratha Empire,2000,2000,medium,
battle_of_delhi_b,Maratha Empire,3000,3000,medium,
battle_of_dengbu_island_b,People's Republic of China,3660,3660,medium,
battle_of_dengbu_island_b,Republic of China (Taiwan),2173,2173,medium,
battle_of_dennewitz_b,France,20000,23215,medium,
battle_of_dennewitz_b,Prussia,9700,11000,medium,
battle_of_derna_2019_b,House of Representatives,2018,2018,medium,
battle_of_derna_2019_b,Shura Council of Mujahideen in Derna,2018,2018,medium,
battle_of_dervenakia_b,Ottoman Empire,20000,20000,medium,
battle_of_deskarga_pass_b,Carlistas,2000,2000,medium,
battle_of_dezful_b,Irak,100,100,medium,
battle_of_dezful_b,Iran,100,200,medium,
battle_of_diabaly_b,Ansar Dine,100,150,medium,
battle_of_diamond_hill_b,Empire britannique,145,145,medium,
battle_of_dien_bien_phu_b,Democratic Republic of Vietnam,8000,8000,medium,
battle_of_dien_bien_phu_b,French Union,1142,2293,medium,
battle_of_diersheim_b,French First Republic,3000,3000,medium,
battle_of_diersheim_b,Habsburg monarchy,2700,2700,medium,
battle_of_dire_dawa_b,Эфиопия,150,500,medium,
battle_of_dobra_b,Empire russe,750,750,medium,
battle_of_dobra_b,Royaume de Pologne,200,200,medium,
battle_of_dobro_pole_b,Allied Powers,1850,1850,medium,
battle_of_dobro_pole_b,Central Powers,2689,2689,medium,
battle_of_dogger_bank_1915_b,Germany,1034,1034,medium,
battle_of_dogger_bank_b,Provinces-Unies,140,400,medium,
battle_of_dogger_bank_b,Royaume de Grande-Bretagne,108,339,medium,
battle_of_dojran_b,Bulgaria,2000,4000,medium,
battle_of_dol_b,Vendéens,900,900,medium,
battle_of_dolores_b,Troupes gouvernementales,150,150,medium,
battle_of_donbas_b,Russia,5154,5154,medium,
battle_of_dong_khe_b,Democratic Republic of Vietnam,9000,9000,medium,
battle_of_dong_khe_b,French Union,4800,4800,medium,
battle_of_drbak_sound_b,Germany,1000,1000,medium,
battle_of_driefontein_b,Empire britannique,351,361,medium,
battle_of_driefontein_b,République sud-africaine du Transvaal,102,102,medium,
battle_of_drina_b,Austria-Hungary,40000,40000,medium,
battle_of_drina_b,Kingdom of Serbia,30000,30000,medium,
battle_of_dubienka_b,Russian Empire,4000,4000,medium,
battle_of_dublin_b,Armée nationale irlandaise,122,122,medium,
battle_of_dublin_b,Irish Republican Army,158,400,medium,
battle_of_dunkirk_b,Germany,20000,20000,medium,
battle_of_dunkirk_b,United Kingdom,61774,61774,medium,
battle_of_durenstein_b,France,2500,2500,medium,
battle_of_durenstein_b,Russia,2000,2000,medium,
battle_of_dybbl_b,Denmark,3534,3534,medium,
battle_of_dybbl_b,Prussia,1201,1201,medium,
battle_of_ebelsberg_b,Austrian Empire,4495,8340,medium,
battle_of_ebelsberg_b,French Empire,3605,6000,medium,
battle_of_eckernforde_b,Дания,105,1000,medium,
battle_of_eckmuhl_b,Austria,3000,3000,medium,
battle_of_eckmuhl_b,France,2000,2000,medium,
battle_of_ekau_b,Российская империя,320,600,medium,
battle_of_el_adde_b,AMISOM,100,190,medium,
battle_of_el_bodon_b,Empire français,200,200,medium,
battle_of_el_bodon_b,Royaume-Uni de Grande-Bretagne et d'Irlande,151,151,medium,
battle_of_el_ebano_b,Конвенционисты (вильисты) Конституционалисты (каррансисты),1000,3000,medium,
battle_of_el_hri_b,France,176,613,medium,
battle_of_el_hri_b,Zayanes,182,182,medium,
battle_of_el_obeid_b,Egypt,7000,7000,medium,
battle_of_el_roble_b,Patriotas chilenos,130,130,medium,
battle_of_elaia_kalamas_b,Royaume d'Italie,160,561,medium,
battle_of_elaia_kalamas_b,Royaume de Grèce,208,208,medium,
battle_of_elandslaagte_b,Empire britannique,205,205,medium,
battle_of_elandslaagte_b,République sud-africaine du Transvaal,105,181,medium,
battle_of_elchingen_b,Austrian Empire,6000,6000,medium,
battle_of_emmendingen_b,Habsburg Austria,1000,1000,medium,
battle_of_emmendingen_b,Republican France,1000,1000,medium,
battle_of_empress_augusta_bay_b,Empire du Japon,198,658,medium,
battle_of_engen_b,Austria,1147,1147,medium,
battle_of_engen_b,France,3000,3000,medium,
battle_of_eniwetok_b,Japan,3380,3380,medium,
battle_of_entrames_b,First French Republic,4000,4000,medium,
battle_of_entrames_b,Vendée Royalist,2100,2100,medium,
battle_of_eraul_b,Испанская республика,100,300,medium,
battle_of_erbil_b,KDP,5000,8000,medium,
battle_of_ernee_b,République française,100,400,medium,
battle_of_erzincan_b,Ottoman Empire,34000,34000,medium,
battle_of_erzincan_b,Russian Empire,12000,12000,medium,
battle_of_espinosa_b,French Empire,1100,1100,medium,
battle_of_espinosa_b,Spain,5400,5400,medium,
battle_of_essarts_b,République française,112,120,medium,
battle_of_estero_bellaco_b,Argentina,1560,1560,medium,
battle_of_estero_bellaco_b,Paraguay,2500,2500,medium,
battle_of_ettlingen_b,French Republic,2400,2400,medium,
battle_of_ettlingen_b,Habsburg Austria,2600,2600,medium,
battle_of_eupatoria_b,Empire ottoman,101,304,medium,
battle_of_eupatoria_b,Empire russe,168,583,medium,
battle_of_eutaw_springs_b,États-Unis,139,375,medium,
battle_of_eutaw_springs_b,Royaume de Grande-Bretagne,351,420,medium,
battle_of_evora_b,Kingdom of Portugal,2000,2000,medium,
battle_of_eylau_b,French Empire,15000,29643,medium,
battle_of_eylau_b,Russian Empire,15000,26000,medium,
battle_of_faenza_b,Papal States,1200,1200,medium,
battle_of_falam_b,Confrérie Chin,500,500,medium,
battle_of_falam_b,Conseil administratif d'État,100,100,medium,
battle_of_fallen_timbers_b,États-Unis,100,100,medium,
battle_of_famars_b,Austria,1100,1100,medium,
battle_of_famars_b,First French Republic,3000,3000,medium,
battle_of_fanfa_b,Republika Rio-Grandense,100,100,medium,
battle_of_feldkirch_b,Austria,1100,1100,medium,
battle_of_feldkirch_b,France,1500,3000,medium,
battle_of_fellaoucene_b,Armée de libération nationale,120,120,medium,
battle_of_fellaoucene_b,France,400,700,medium,
battle_of_ferkeh_b,Mahdist State,1500,1500,medium,
battle_of_ferozeshah_b,East India Company,1721,1721,medium,
battle_of_ferozeshah_b,Sikh Empire,2000,2000,medium,
battle_of_first_bar_b,Dynastie Qing,300,300,medium,
battle_of_fishguard_b,France,1360,1360,medium,
battle_of_five_forks_b,Confederate States (Confederacy),2950,2950,medium,
battle_of_flers_courcelette_b,German Empire,130000,130000,medium,
battle_of_flers_courcelette_b,United Kingdom,29376,29376,medium,
battle_of_fleurus_b,French Republic,5000,5000,medium,
battle_of_fleurus_b,Habsburg Monarchy,5000,5000,medium,
battle_of_florina_b,Provisional Democratic Government,1500,1500,medium,
battle_of_focsani_b,Ottoman Empire,1500,1600,medium,
battle_of_fombio_b,Austria,1568,1568,medium,
battle_of_fontenay_le_comte_b,French Republic,4000,4000,medium,
battle_of_fontenay_le_comte_b,Vendeans,1000,1000,medium,
battle_of_fort_donelson_b,Confederate States,13846,13846,medium,
battle_of_fort_donelson_b,United States,2691,2691,medium,
battle_of_fort_pillow_b,États confédérés,100,100,medium,
battle_of_fort_pillow_b,États-Unis,277,574,medium,
battle_of_fort_washington_b,United States,2837,2837,medium,
battle_of_forts_jackson_and_st_philip_b,États confédérés,782,782,medium,
battle_of_forts_jackson_and_st_philip_b,États-Unis,149,186,medium,
battle_of_fougeres_b,République française,200,800,medium,
battle_of_foz_de_arouce_b,Empire français,250,250,medium,
battle_of_franklin_b,Confederate States,6252,6252,medium,
battle_of_franklin_b,United States,2326,2326,medium,
battle_of_frauenfeld_b,Austria,1450,1450,medium,
battle_of_fredericia_b,Denmark,1344,1344,medium,
battle_of_fredericia_b,Schleswig-Holstein,1134,1134,medium,
battle_of_fredericksburg_b,Confederate States,5377,5377,medium,
battle_of_fredericksburg_b,United States,12653,12653,medium,
battle_of_fredrikshamn_b,Российская империя,150,150,medium,
battle_of_freligne_b,République française,150,500,medium,
battle_of_freligne_b,Vendéens,350,800,medium,
battle_of_friedberg_b,Habsburg Austria,1800,1800,medium,
battle_of_friedland_b,French Empire,8000,10000,medium,
battle_of_friedland_b,Russian Empire,20000,40000,medium,
battle_of_froeschwiller_b,Habsburg Austria,2000,2000,medium,
battle_of_froeschwiller_b,Republican France,1000,1000,medium,
battle_of_fuengirola_b,Empire français,100,100,medium,
battle_of_fuentes_de_onoro_b,French Empire,2192,2844,medium,
battle_of_fuentes_de_onoro_b,United Kingdom,1452,1800,medium,
battle_of_fundina_b,Ottoman Empire,10000,10000,medium,
battle_of_fuzhou_b,Empire de Chine,150,796,medium,
battle_of_gagra_b,Géorgie,429,429,medium,
battle_of_gainess_mill_b,Confederate States,7993,7993,medium,
battle_of_gainess_mill_b,United States,7337,7337,medium,
battle_of_galicia_b,Austria-Hungary,324000,420000,medium,
battle_of_galicia_b,Russian Empire,200000,300000,medium,
battle_of_gamonal_1820_b,Санта-Фе,320,320,medium,
battle_of_ganja_1826_b,Qajar Iran,2000,2000,medium,
battle_of_ganja_b,Qajar Iran,1700,1700,medium,
battle_of_gaouz_b,France,1200,1200,medium,
battle_of_garcia_hernandez_b,France,1100,1600,medium,
battle_of_gargaresc_b,Italy,1432,1432,medium,
battle_of_gargaresc_b,Ottoman Empire,8189,8189,medium,
battle_of_garibpur_b,Индия,300,300,medium,
battle_of_gefrees_b,Австрийская империя,400,2000,medium,
battle_of_gembloux_b,France,2000,2000,medium,
battle_of_gembloux_b,Germany,1000,1000,medium,
battle_of_genale_doria_b,Ethiopia,5000,5000,medium,
battle_of_genoa_b,République française,600,1000,medium,
battle_of_genoa_b,Royaume de Grande-Bretagne,254,254,medium,
battle_of_genola_b,Habsburg Austria,2400,2400,medium,
battle_of_genola_b,Republican France,7600,7600,medium,
battle_of_gerchsheim_b,Royaume de Wurtemberg,102,102,medium,
battle_of_gerona_b,Empire français,700,700,medium,
battle_of_gerontas_b,Ottoman Empire,1300,1300,medium,
battle_of_geste_b,Républicains,100,100,medium,
battle_of_ghazni_b,Barakzais,1600,1600,medium,
battle_of_gimry_b,Российская империя,192,348,medium,
battle_of_gingindlovu_b,Zulu Kingdom,1000,1000,medium,
battle_of_gjorm_b,Royaume d'Italie,186,186,medium,
battle_of_goito_b,Monarchie de Habsbourg,223,331,medium,
battle_of_goito_b,Royaume de Sardaigne,253,253,medium,
battle_of_golymin_b,French Empire,1000,1000,medium,
battle_of_goose_green_b,Argentine,961,961,medium,
battle_of_gotthard_pass_b,France,2000,2000,medium,
battle_of_gotthard_pass_b,Russia,2000,6000,medium,
battle_of_graspan_b,Empire britannique,283,283,medium,
battle_of_gravelotte_b,French Empire,12275,12275,medium,
battle_of_gravelotte_b,North German Confederation,20160,20160,medium,
battle_of_graz_b,Austrian Empire,2000,2000,medium,
battle_of_greece_b,Allies,13408,13408,medium,
battle_of_greece_b,Axis,19755,19755,medium,
battle_of_grenada_b,Royaume de France,176,773,medium,
battle_of_grenada_b,Royaume de Grande-Bretagne,1055,1055,medium,
battle_of_grijo_b,Empire français,200,200,medium,
battle_of_grijo_b,Royaume-Uni de Grande-Bretagne et d'Irlande,104,104,medium,
battle_of_groix_b,République française,670,670,medium,
battle_of_groix_b,Royaume de Grande-Bretagne,113,113,medium,
battle_of_gronvikssund_b,Российская империя,242,242,medium,
battle_of_grozny_1994_b,Conseil provisoire,500,500,medium,
battle_of_grozny_1996_b,Russia,1407,1407,medium,
battle_of_grozny_1999_b,Chechen Republic of Ichkeria,1500,2000,medium,
battle_of_grozny_1999_b,Russia,1469,1469,medium,
battle_of_grozny_b,Chechen Republic of Ichkeria,6000,6000,medium,
battle_of_grozny_b,Russia,5000,5000,medium,
battle_of_grozny_march_1996_b,République tchétchène d'Itchkérie,190,190,medium,
battle_of_grozny_march_1996_b,Russie,259,300,medium,
battle_of_guadalajara_b,Nationalist Spain,3000,3000,medium,
battle_of_guadalajara_b,Republican Spain,2000,2000,medium,
battle_of_guam_b,Japan,18377,18377,medium,
battle_of_guam_b,United States,1567,1567,medium,
battle_of_guayabos_b,Gouvernement centraliste de Buenos Aires,200,484,medium,
battle_of_gudermes_b,side 1,100,100,medium,
battle_of_gue_a_tresmes_b,Prussia,1035,1035,medium,
battle_of_guelta_zemmur_b,Maroc,130,400,medium,
battle_of_guilford_court_house_b,United States,1046,1046,medium,
battle_of_gujrat_b,Sikh Empire,4000,4000,medium,
battle_of_gundet_b,Khedivate of Egypt,2000,2000,medium,
battle_of_guningtou_b,People's Republic of China,3873,3873,medium,
battle_of_guningtou_b,Republic of China,1267,1267,medium,
battle_of_gunzburg_b,Austria,2000,2000,medium,
battle_of_gura_b,Ethiopian Empire,1800,1800,medium,
battle_of_gura_b,Khedivate of Egypt,3200,3200,medium,
battle_of_guttstadt_deppen_b,French Empire,2042,2042,medium,
battle_of_guttstadt_deppen_b,Russian Empire,2000,2500,medium,
battle_of_gyor_b,Австрийская империя,131479,131479,medium,
battle_of_haifa_b,Arab Higher Committee,2004,2004,medium,
battle_of_hainan_island_b,People's Republic of China,4000,4000,medium,
battle_of_hainan_island_b,Republic of China (Taiwan),33000,33000,medium,
battle_of_hakodate_b,Ezo Republic,1700,1700,medium,
battle_of_halbe_b,Germany,30000,30000,medium,
battle_of_halbe_b,Soviet Union,40000,40000,medium,
battle_of_halle_b,Prussia,5000,5200,medium,
battle_of_hamburger_hill_b,United States,1500,1500,medium,
battle_of_hamel_b,British Empire,1400,1400,medium,
battle_of_hamel_b,German Empire,2000,2000,medium,
battle_of_hampton_roads_b,États-Unis,108,261,medium,
battle_of_handschuhsheim_b,French Republic,1500,1500,medium,
battle_of_hanko_b,Soviet Union,1476,1476,medium,
battle_of_hannut_b,Reich allemand,164,200,medium,
battle_of_harlem_heights_b,Royaume de Grande-Bretagne,300,300,medium,
battle_of_harlem_heights_b,Treize colonies,100,100,medium,
battle_of_harpers_ferry_b,United States,12636,12636,medium,
battle_of_hasakah_b,Islamic State,1100,1100,medium,
battle_of_haslach_jungingen_b,Austrian Empire,1100,1100,medium,
battle_of_haslach_jungingen_b,French Empire,1500,1500,medium,
battle_of_hausa_b,RASD,101,101,medium,
battle_of_heartbreak_ridge_b,North Korea,25000,25000,medium,
battle_of_heartbreak_ridge_b,United Nations,3700,3700,medium,
battle_of_heilsberg_b,French Empire,8000,8000,medium,
battle_of_heilsberg_b,Russian Empire,6000,6000,medium,
battle_of_heligoland_bight_b,Empire allemand,149,712,medium,
battle_of_helmstadt_b,Royaume de Bavière,730,730,medium,
battle_of_helmstadt_b,Royaume de Prusse,353,353,medium,
battle_of_helsinki_b,Finnish Reds,4000,6000,medium,
battle_of_hightower_b,Cherokee,1000,1000,medium,
battle_of_himara_b,Италия,370,900,medium,
battle_of_hlobane_b,Empire britannique,225,225,medium,
battle_of_hoa_binh_b,Democratic Republic of Vietnam,5000,12000,medium,
battle_of_hoa_binh_b,French Union,2000,2000,medium,
battle_of_hoa_moc_b,Empire de Chine,1000,2000,medium,
battle_of_hoa_moc_b,France,408,408,medium,
battle_of_hochstadt_b,Austria,5000,5000,medium,
battle_of_hochstadt_b,France,2000,2000,medium,
battle_of_hogland_b,Sweden,1000,1200,medium,
battle_of_hohenlinden_b,Austria,13550,15500,medium,
battle_of_hohenlinden_b,France,2500,3000,medium,
battle_of_hokuetsu_b,Satsuma Domain,1000,1000,medium,
battle_of_hollabrunn_b,Austrian Empire,1200,1200,medium,
battle_of_hondschoote_b,French Republic,3000,3000,medium,
battle_of_hondschoote_b,Great Britain,4000,4000,medium,
battle_of_hornefors_b,Российская империя,107,209,medium,
battle_of_huaqui_b,Provinces-Unies du Río de la Plata,1000,1000,medium,
battle_of_hubbardton_b,États-Unis,230,230,medium,
battle_of_hubbardton_b,Royaume de Grande-Bretagne,141,168,medium,
battle_of_hue_b,North Vietnam,1042,2400,medium,
battle_of_hue_b,South Vietnam,2700,2700,medium,
battle_of_huhnerwasser_b,Empire d'Autriche,277,277,medium,
battle_of_hundheim_b,Grand-duché de Bade,102,102,medium,
battle_of_hurtgen_forest_b,Germany,28000,28000,medium,
battle_of_hurtgen_forest_b,United States,33000,33000,medium,
battle_of_hyeres_islands_b,République française,100,100,medium,
battle_of_ibarra_b,Empire espagnol,406,406,medium,
battle_of_ica_b,Liberating Expedition,1000,1000,medium,
battle_of_ichkeria_b,Russian Empire,4000,4000,medium,
battle_of_idelimane_b,MNLA,100,100,medium,
battle_of_idstedt_b,Denmark,3615,3615,medium,
battle_of_idstedt_b,Schleswig-Holstein,2808,2808,medium,
battle_of_ifoghas_b,AQMI,200,300,medium,
battle_of_ifoghas_b,France,120,120,medium,
battle_of_iganie_b,Kingdom of Poland,1500,1500,medium,
battle_of_iganie_b,Russian Empire,4000,4000,medium,
battle_of_ilomantsi_b,Finland,1300,1300,medium,
battle_of_ilomantsi_b,Soviet Union,3200,3200,medium,
battle_of_inkerman_b,Russia,11959,11959,medium,
battle_of_inkerman_b,United Kingdom,4373,4373,medium,
battle_of_intombe_b,Empire britannique,100,100,medium,
battle_of_inyezane_b,Royaume zoulou,300,400,medium,
battle_of_iquique_b,Chili,143,143,medium,
battle_of_irpin_b,Russie,150,150,medium,
battle_of_isandlwana_b,United Kingdom,1300,1300,medium,
battle_of_isandlwana_b,Zulu Kingdom,3000,5000,medium,
battle_of_isaszeg_b,Hungarian Revolutionary Army,1000,1000,medium,
battle_of_isly_b,Morocco,1500,1500,medium,
battle_of_ituzaingo_b,Empire du Brésil,150,800,medium,
battle_of_ituzaingo_b,Provinces-Unies du Río de la Plata,142,216,medium,
battle_of_izium_b,Russie,200,1500,medium,
battle_of_izium_b,Ukraine,300,300,medium,
battle_of_jaffna_b,Sri Lankan Government,1000,1000,medium,
battle_of_jalalabad_b,Afghanistan,1500,3000,medium,
battle_of_jalalabad_b,Pakistan,3000,5000,medium,
battle_of_jarama_b,Nationalist Spain,6000,20000,medium,
battle_of_jarama_b,Spanish Republic,10000,20000,medium,
battle_of_jassin_b,Empire allemand,200,200,medium,
battle_of_jassin_b,Royaume-Uni de Grande-Bretagne et d'Irlande,276,276,medium,
battle_of_jemappes_b,France,2000,2000,medium,
battle_of_jemappes_b,Holy Roman Empire,1241,1500,medium,
battle_of_jena_auerstedt_b,French Empire,5000,6000,medium,
battle_of_jena_auerstedt_b,Prussia,26000,27000,medium,
battle_of_jenin_b,Israel,1000,1000,medium,
battle_of_jenipapo_b,Empire du Brésil,200,742,medium,
battle_of_jersey_b,Royaume de France,456,456,medium,
battle_of_jerusalem_b,Allied Powers,18000,18000,medium,
battle_of_jerusalem_b,Central Powers,25000,25000,medium,
battle_of_jhelum_indian_mutiny_b,14 e Infanterie indigène du Bengale (500 mutins Cipaye),108,150,medium,
battle_of_jhelum_indian_mutiny_b,"Royaume-Uni 24 e régiment d'infanterie (285 hommes) Le bataillon de police de Miller (150 hommes) Cavalerie de police (60 sabres) Moolantee Mounted Levie (250 sabres) Compagnie du capitaine Cookes, ar",109,109,medium,
battle_of_jiangnan_1860_b,Qing dynasty,140000,140000,medium,
battle_of_jiangnan_1860_b,Taiping Heavenly Kingdom,8000,8000,medium,
battle_of_jicin_b,Austria,4704,4704,medium,
battle_of_jicin_b,Prussia,1553,1553,medium,
battle_of_jijiga_b,Ethiopia,1977,1977,medium,
battle_of_jinan_b,People's Liberation Army,26000,26000,medium,
battle_of_jinan_b,Republic of China Army,22423,22423,medium,
battle_of_jinzhou_b,People's Liberation Army,24000,24000,medium,
battle_of_jinzhou_b,Republic of China Army,20000,20000,medium,
battle_of_jiuliancheng_b,Empire de Chine,2000,2000,medium,
battle_of_jiuliancheng_b,Empire du Japon,140,140,medium,
battle_of_junin_b,Espagne,250,250,medium,
battle_of_junin_b,Pérou,150,150,medium,
battle_of_jutas_b,Suécia,129,129,medium,
battle_of_jutland_b,German Empire,2551,2551,medium,
battle_of_jutland_b,United Kingdom,6094,6094,medium,
battle_of_kabul_b,Британская империя,500,1000,medium,
battle_of_kafr_el_dawwar_b,Égypte,200,200,medium,
battle_of_kaidanowo_b,French Empire,1000,2000,medium,
battle_of_kaipiais_b,Королевство Швеция,265,265,medium,
battle_of_kaiserslautern_b,Kingdom of Prussia,1300,1300,medium,
battle_of_kaiserslautern_b,Republican France,2000,3100,medium,
battle_of_kakarong_de_sili_b,Katipunan,1000,1000,medium,
battle_of_kalach_b,Germany,5000,6000,medium,
battle_of_kalach_b,Soviet Union,35000,35000,medium,
battle_of_kalgan_b,Chinese Red Army,100000,100000,medium,
battle_of_kalgan_b,National Revolutionary Army,12000,12000,medium,
battle_of_kalimanci_b,Kingdom of Bulgaria,2400,2400,medium,
battle_of_kalimanci_b,Kingdom of Serbia,2500,2500,medium,
battle_of_kamatero_b,Османская империя,500,500,medium,
battle_of_kambula_b,Zulu Kingdom,2000,2000,medium,
battle_of_kamdesh_b,Taliban,100,100,medium,
battle_of_kandahar_b,Afghanistan,1000,1000,medium,
battle_of_kapolna_b,Hungarian Revolutionary Army,1540,1740,medium,
battle_of_karakilisa_b,Armenia,1000,1000,medium,
battle_of_karameh_b,Israël,161,161,medium,
battle_of_karameh_b,Jordanie,100,250,medium,
battle_of_karansebes_b,Habsburg monarchy,10000,10000,medium,
battle_of_karbogaz_b,France,1000,1000,medium,
battle_of_kardzhali_b,Bulgaria,190,450,medium,
battle_of_karpenisi_b,Ottoman Empire,1000,1000,medium,
battle_of_kars_b,Armenia,3000,3000,medium,
battle_of_karstula_b,Российская империя,250,300,medium,
battle_of_kassala_b,Mahdist Sudan,1400,1400,medium,
battle_of_kazimierz_dolny_b,Royaume de Pologne,1200,1200,medium,
battle_of_keelung_b,Giappone,200,200,medium,
battle_of_kehl_b,Франция,150,1200,medium,
battle_of_keren_b,British Empire,3229,3229,medium,
battle_of_keren_b,Italy,3000,3000,medium,
battle_of_kge_b,Denmark–Norway,1700,1700,medium,
battle_of_kharkiv_b,Russia,4370,4700,medium,
battle_of_khartoum_b,Sudanese government,46000,46000,medium,
battle_of_khasham_b,Russie,100,400,medium,
battle_of_khorramshahr_b,Iran,7000,7000,medium,
battle_of_khorramshahr_b,Iraq,2000,2000,medium,
battle_of_khunzakh_b,Северо-Кавказский имамат,200,200,medium,
battle_of_kidal_b,Mali,100,100,medium,
battle_of_kiev_b,Germany,16992,16992,medium,
battle_of_kiev_b,Soviet Union,118042,118042,medium,
battle_of_kilkis_lahanas_b,Bulgaria,6971,6971,medium,
battle_of_kilkis_lahanas_b,Greece,8828,8828,medium,
battle_of_kinburn_1787_b,Ottoman Empire,4000,4000,medium,
battle_of_kinburn_1787_b,Russian Empire,1000,1000,medium,
battle_of_kings_mountain_b,Royaume de Grande-Bretagne,163,716,medium,
battle_of_kirbekan_b,Mahdist State,2000,2000,medium,
battle_of_kircheib_b,France,1500,1500,medium,
battle_of_kirk_kilisse_b,Bulgaria,4034,4034,medium,
battle_of_kirk_kilisse_b,Ottoman Empire,1500,1500,medium,
battle_of_kirkuk_b,Curdistão iraquiano,150,150,medium,
battle_of_kismayo_b,Somalie,118,118,medium,
battle_of_kissingen_b,Bavaria,1256,1256,medium,
battle_of_kissingen_b,Prussia,1589,1589,medium,
battle_of_klyastitsy_b,French Empire,3700,3700,medium,
battle_of_klyastitsy_b,Russian Empire,4300,4300,medium,
battle_of_knjazevac_b,Kingdom of Bulgaria,5000,5000,medium,
battle_of_ko_chang_b,Thaïlande,300,300,medium,
battle_of_kobrin_b,Kingdom of Saxony,2300,2300,medium,
battle_of_kohima_b,Japan,5764,7000,medium,
battle_of_kohima_b,United Kingdom,4064,4064,medium,
battle_of_kolding_b,Dänemark,145,393,medium,
battle_of_kolding_b,Schleswig-Holstein,265,265,medium,
battle_of_koljonvirta_b,Russian Empire,1106,1106,medium,
battle_of_kollaa_b,Finland,1500,1500,medium,
battle_of_kollaa_b,Soviet Union,8000,8000,medium,
battle_of_kolubara_b,Austria-Hungary,273000,273000,medium,
battle_of_kolubara_b,Kingdom of Serbia,132000,132000,medium,
battle_of_komarow_b,Russian SFSR,4000,4000,medium,
battle_of_komsomolskoye_b,République tchétchène d'Itchkérie,700,800,medium,
battle_of_komsomolskoye_b,Russie,300,300,medium,
battle_of_koniggratz_b,Austria,31000,31000,medium,
battle_of_koniggratz_b,Prussia,9172,9172,medium,
battle_of_koniginhof_b,Empire d'Autriche,600,600,medium,
battle_of_konigsberg_b,Germany,50000,50000,medium,
battle_of_konigsberg_b,Soviet Union,3700,3700,medium,
battle_of_konna_b,Ansar Dine,150,150,medium,
battle_of_konya_b,Ottoman Empire,3000,3000,medium,
battle_of_korea_strait_b,Corée du Nord,600,600,medium,
battle_of_korytsa_b,Greece,2348,2348,medium,
battle_of_korytsa_b,Italy,1200,1200,medium,
battle_of_koshu_katsunuma_b,Bakufu,300,300,medium,
battle_of_koziatyn_b,Russian SFSR,8000,8000,medium,
battle_of_kozludzha_b,Ottoman Empire,3000,3000,medium,
